MSU	logFC	adj.p.value	RAP	Name	Description	Type	SYMBOL	ENTREZ	RAP.description	RAP.name	RAP.synonym	CGSNL.symbol	CGSNL.name	Oryzabase.name	Oryzabase.synonym	Oryzabase.protein	AM_gene_description	AM_gene_otherinfo	NCBI.Name	GO.term	GO.name
LOC_Os11g04010	0.8112880404479028	0.021836181857400182	Os11g0134700	OsMC7	Similar to Metacaspase 7 (Metacaspase 4)	protein_coding	LOC4349704	4349704	Similar to Metacaspase 7 (Metacaspase 4).	NA	NA	MC7	METACASPASE 7	OsMC7	Metacaspase 7	METACASPASE 7	NA	NA	protein ZINC INDUCED FACILITATOR-LIKE 1	GO:0008234, GO:0048046, GO:0004197, GO:0006508, GO:0007568, GO:0009408, GO:0009409, GO:0009414, GO:0009651, GO:0009737, GO:0009751, GO:0009753, GO:0042742, GO:0050832	cysteine-type peptidase activity, apoplast, cysteine-type endopeptidase activity, proteolysis, aging, response to heat, response to cold, response to water deprivation, response to salt stress, response to abscisic acid, response to salicylic acid, response to jasmonic acid, defense response to bacterium, defense response to fungus
LOC_Os10g04120	0.6924588939937848	0.022028158117424524	Os10g0131100	NA	Similar to NB-ARC domain containing protein	protein_coding	LOC4348039	4348039	Similar to NB-ARC domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	putative disease resistance protein RGA4	GO:0043531, GO:0006952, GO:0051707, GO:0005515	ADP binding, defense response, response to other organism, protein binding
LOC_Os11g26990	0.8489582499685885	0.022233408773433085	Os11g0458100	NA	Conserved hypothetical protein	protein_coding	LOC4350464	4350464	Conserved hypothetical protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	neurofilament medium polypeptide	GO:0005886	plasma membrane
LOC_Os03g61090	1.930644081946321	0.02238331362643451	Os03g0826200	NA	Conserved hypothetical protein	protein_coding	LOC4334638	4334638	Conserved hypothetical protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC4334638	NA	NA
LOC_Os07g48280	0.6514714156413713	0.02276631328462769	Os07g0680600	NA	Protein of unknown function DUF3133 domain containing protein	protein_coding	LOC4344298	4344298	Protein of unknown function DUF3133 domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	protein ENHANCED DISEASE RESISTANCE 4	GO:1900150	regulation of defense response to fungus
LOC_Os07g48280	0.6514714156413713	0.02276631328462769	Os07g0680600	NA	Protein of unknown function DUF3133 domain containing protein	protein_coding	LOC4344298	4344298	Hypothetical conserved gene.	NA	NA	NA	NA	NA	NA	NA	NA	NA	protein ENHANCED DISEASE RESISTANCE 4	GO:1900150	regulation of defense response to fungus
LOC_Os12g01210	0.9837196831863684	0.02279036875966849	Os12g0102600	NA	Similar to HCF152	protein_coding	LOC4351246	4351246	Similar to HCF152.	NA	NA	NA	NA	NA	NA	NA	NA	NA	pentatricopeptide repeat-containing protein At3g09650, chloroplastic	GO:0005739, GO:0006397, GO:0005515, GO:0005488	mitochondrion, mRNA processing, protein binding, binding
LOC_Os11g14570	1.1257489507806697	0.022797162725055144	Os11g0252400	NA	Ankyrin repeat containing protein	protein_coding	LOC4350215	4350215	Ankyrin repeat containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	ankyrin repeat-containing protein NPR4-like	GO:0016021, GO:0016020, GO:0005515	integral component of membrane, membrane, protein binding
LOC_Os11g14570	1.1257489507806697	0.022797162725055144	Os11g0252400	NA	Ankyrin repeat containing protein	protein_coding	LOC4350215	4350215	Hypothetical conserved gene.	NA	NA	NA	NA	NA	NA	NA	NA	NA	ankyrin repeat-containing protein NPR4-like	GO:0016021, GO:0016020, GO:0005515	integral component of membrane, membrane, protein binding
LOC_Os08g14640	0.6460607680229457	0.022902345846068914	Os08g0244100	NA	Syntaxin 6, N-terminal domain containing protein	protein_coding	LOC9268458	9268458	Syntaxin 6, N-terminal domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC9268458	GO:0006886, GO:0005484, GO:0016021, GO:0048193, GO:0031201, GO:0048278, GO:0006906, GO:0000149, GO:0012505, GO:0016020, GO:0015031, GO:0016192, GO:0110165	intracellular protein transport, SNAP receptor activity, integral component of membrane, Golgi vesicle transport, SNARE complex, vesicle docking, vesicle fusion, SNARE binding, endomembrane system, membrane, protein transport, vesicle-mediated transport, cellular anatomical entity
LOC_Os01g03130	0.9187393842080706	0.02293847264419297	Os01g0121500	NA	Conserved hypothetical protein	protein_coding	LOC4326043	4326043	Conserved hypothetical protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC4326043	GO:0016021, GO:0016020	integral component of membrane, membrane
LOC_Os05g11560	0.7488780766468253	0.022994612156239436	Os05g0205050	NA	Isoform 2 of Aquaporin NIP1-3	protein_coding	LOC4338071	NA	Isoform 2 of Aquaporin NIP1-3.	NA	NA	NA	NA	NA	NA	NA	NA	NA	aquaporin NIP1-3-like	GO:0055085, GO:0016021, GO:0015267, GO:0016020, GO:0005215, GO:0006810	transmembrane transport, integral component of membrane, channel activity, membrane, transporter activity, transport
LOC_Os05g11560	0.7488780766468253	0.022994612156239436	Os05g0205000	OsNIP1	Similar to NOD26-like membrane integral protein ZmNIP1-1	protein_coding	LOC4338071	4338071	Similar to NOD26-like membrane integral protein ZmNIP1-1.	NA	NA	NIP1;3	NOD26 LIKE INTRINSIC PROTEIN 1;3	OsNIP1;3, NIP1-3, OsNIP1.3, NIP1.3	Aquaporin NIP1-3, NOD26-like intrinsic protein 1-3	NOD26 LIKE INTRINSIC PROTEIN 1;3	NA	NA	aquaporin NIP1-3-like	GO:0055085, GO:0016021, GO:0015267, GO:0016020, GO:0005215, GO:0006810	transmembrane transport, integral component of membrane, channel activity, membrane, transporter activity, transport
LOC_Os02g14810	2.100854074709074	0.023079103456440566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC_Os06g43220	1.2408842717084059	0.023088568283926317	Os06g0639200	AP2/EREBP#059	Similar to Transcription factor AP2D22 (Fragment)	protein_coding	LOC9271266	9271266	Similar to Transcription factor AP2D22 (Fragment).	NA	NA	AP2/EREBP59	APETALA2/ETHYLENE-RESPONSIVE ELEMENT BINDING PROTEIN 59	AP2/EREBP#059, AP2-4	APETALA2/ethylene-responsive element binding protein 59, APETALA2-4	APETALA2/ETHYLENE-RESPONSIVE ELEMENT BINDING PROTEIN 59	NA	NA	ethylene-responsive transcription factor RAP2-7	GO:0006355, GO:0003700, GO:0003677	regulation of DNA-templated transcription, DNA-binding transcription factor activity, DNA binding
LOC_Os04g13550	1.093100351411949	0.023097665977157747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC_Os06g39660	0.737129837123338	0.023097665977157747	Os06g0597600	NA	Aromatic-ring hydroxylase family protein	protein_coding	LOC4341436	4341436	Aromatic-ring hydroxylase family protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	6-hydroxynicotinate 3-monooxygenase	GO:0071949, GO:0004497, GO:0008152, GO:0016491	FAD binding, monooxygenase activity, metabolic process, oxidoreductase activity
LOC_Os07g40040	1.0400413321801247	0.023510308839617747	Os07g0589600	NA	Conserved hypothetical protein	protein_coding	LOC4343771	4343771	Conserved hypothetical protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	zinc finger CCCH domain-containing protein 18	NA	NA
LOC_Os11g38650	0.8880916667315246	0.023536610665065225	Os11g0599200	NA	UDP-glucuronosyl/UDP-glucosyltransferase family protein	protein_coding	LOC9266321	9266321	UDP-glucuronosyl/UDP-glucosyltransferase family protein.	NA	NA	NA	NA	NA	UDP-glycosyltransferase 72B3	NA	NA	NA	UDP-glycosyltransferase 72B3	GO:0016758, GO:0043231, GO:0008194, GO:0016740, GO:0016757, GO:0008152, GO:0009813	hexosyltransferase activity, intracellular membrane-bounded organelle, UDP-glycosyltransferase activity, transferase activity, glycosyltransferase activity, metabolic process, flavonoid biosynthetic process
LOC_Os02g56680	2.6732433100050668	0.023543838853582008	Os02g0811400	CCR1	Similar to Cinnamoyl CoA reductase	protein_coding	LOC4331101	4331101	Similar to Cinnamoyl CoA reductase.	NA	NA	NA	NA	CCR1, OsCCR1, OsCCR12	cinnamoyl-CoA reductase 1, cinnamoyl-CoA reductase 12	CINNAMOYL-COA REDUCTASE 12	NA	NA	cinnamoyl-CoA reductase 1-like	GO:0050662, GO:0016616, GO:0009809, GO:0016621, GO:0016491, GO:0000166, GO:0003824, GO:0044237, GO:0009414	NA
LOC_Os01g01680	0.6864250163385324	0.023891696814163393	Os01g0106600	NA	Similar to Chitin-binding lectin 1 precursor (PL-I)	protein_coding	LOC4326150	4326150	Similar to Chitin-binding lectin 1 precursor (PL-I).	NA	NA	NA	NA	NA	NA	NA	NA	NA	neural Wiskott-Aldrich syndrome protein	NA	NA
LOC_Os07g35985	0.8568396723925477	0.023921656071941383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC_Os05g48200	2.438950761407961	0.023977673790600233	Os05g0555600	OsGLT2	Similar to Glutamate synthase [NADH], amyloplastic	protein_coding	LOC4339561	4339561	Similar to Glutamate synthase [NADH], amyloplastic.	NA	NA	GLT2	NADH-DEPENDENT GLUTAMATE SYNTHASE 2	OsGLT2, OsNADH-GOGAT2, NADH-GOGAT2, OsGOGAT2, OsGLU2	NADH-glutamate synthase 2, NADH-dependent glutamate synthase2, NADH-dependent glutamate synthase 2	NADH-DEPENDENT GLUTAMATE SYNTHASE 2	NA	NA	glutamate synthase 2 [NADH], chloroplastic-like	GO:0016639, GO:0006537, GO:0016491, GO:0051536, GO:0008652, GO:0019354, GO:0003824, GO:0005506, GO:0006807, GO:0008152, GO:0010181, GO:0015930, GO:0016040, GO:0016638, GO:0050660, GO:0055114, GO:0006541, GO:0009570, GO:0010150, GO:0010157, GO:0010167, GO:0019676, GO:0046686, GO:0046688, GO:0051538	NA
LOC_Os05g48200	2.438950761407961	0.023977673790600233	Os05g0555600	OsGLT2	Similar to Glutamate synthase [NADH], amyloplastic	protein_coding	LOC4339561	4339561	Similar to NADH-glutamate synthase 2.	NA	NA	GLT2	NADH-DEPENDENT GLUTAMATE SYNTHASE 2	OsGLT2, OsNADH-GOGAT2, NADH-GOGAT2, OsGOGAT2, OsGLU2	NADH-glutamate synthase 2, NADH-dependent glutamate synthase2, NADH-dependent glutamate synthase 2	NADH-DEPENDENT GLUTAMATE SYNTHASE 2	NA	NA	glutamate synthase 2 [NADH], chloroplastic-like	GO:0016639, GO:0006537, GO:0016491, GO:0051536, GO:0008652, GO:0019354, GO:0003824, GO:0005506, GO:0006807, GO:0008152, GO:0010181, GO:0015930, GO:0016040, GO:0016638, GO:0050660, GO:0055114, GO:0006541, GO:0009570, GO:0010150, GO:0010157, GO:0010167, GO:0019676, GO:0046686, GO:0046688, GO:0051538	NA
LOC_Os05g48200	2.438950761407961	0.023977673790600233	Os05g0555600	OsGLT2	Similar to Glutamate synthase [NADH], amyloplastic	protein_coding	LOC4339561	4339561	NADH-glutamate synthase, Remobilization of nitrogen in senescing organs	OsNADH-GOGAT2	NADH-glutamate synthase 2	GLT2	NADH-DEPENDENT GLUTAMATE SYNTHASE 2	OsGLT2, OsNADH-GOGAT2, NADH-GOGAT2, OsGOGAT2, OsGLU2	NADH-glutamate synthase 2, NADH-dependent glutamate synthase2, NADH-dependent glutamate synthase 2	NADH-DEPENDENT GLUTAMATE SYNTHASE 2	NA	NA	glutamate synthase 2 [NADH], chloroplastic-like	GO:0016639, GO:0006537, GO:0016491, GO:0051536, GO:0008652, GO:0019354, GO:0003824, GO:0005506, GO:0006807, GO:0008152, GO:0010181, GO:0015930, GO:0016040, GO:0016638, GO:0050660, GO:0055114, GO:0006541, GO:0009570, GO:0010150, GO:0010157, GO:0010167, GO:0019676, GO:0046686, GO:0046688, GO:0051538	NA
LOC_Os03g32420	0.8146253383410366	0.024120079528032783	Os03g0439000	NA	Conserved hypothetical protein	protein_coding	LOC4333206	4333206	Conserved hypothetical protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC4333206	NA	NA
LOC_Os09g37650	2.745365967536702	0.02437200028424175	Os09g0548700	NA	Similar to H0515C11.3 protein	protein_coding	LOC4347776	4347776	Similar to H0515C11.3 protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	probable flavin-containing monooxygenase 1	GO:0050661, GO:0004499, GO:0050660, GO:0004497, GO:0016491, GO:0031227, GO:0055114	NA
LOC_Os02g34930	0.5976748114802038	0.02445257868597848	Os02g0554800	NA	Conserved hypothetical protein	protein_coding	LOC9269000	9269000	Conserved hypothetical protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC9269000	NA	NA
LOC_Os03g43400	0.7696467261228721	0.02445257868597848	Os03g0633500	IAA11	A member of Aux/IAA family protein, Regulation of lateral root initiatio	protein_coding	LOC4333511	4333511	A member of Aux/IAA family protein, Regulation of lateral root initiation	IAA11, OsIAA11	Aux/IAA protein 11	IAA11	NA	OsIAA11	Aux/IAA protein 11	NA	NA	NA	auxin-responsive protein IAA11	GO:0006355, GO:0009734, GO:0005634, GO:0009733, GO:0005515, GO:0001708, GO:0006351, GO:0009414, GO:0009611, GO:0009629, GO:0009630, GO:0009753, GO:0010102	regulation of DNA-templated transcription, auxin-activated signaling pathway, nucleus, response to auxin, protein binding, cell fate specification, DNA-templated transcription, response to water deprivation, response to wounding, response to gravity, gravitropism, response to jasmonic acid, lateral root morphogenesis
LOC_Os07g48680	1.3601864174992426	0.024454633285490586	Os07g0686300	NA	Zinc finger, RING/FYVE/PHD-type domain containing protein	protein_coding	LOC4344335	4344335	Zinc finger, RING/FYVE/PHD-type domain containing protein.	NA	NA	NA	NA	OsRING326	RING-type E3 ubiquitin ligase 326	NA	NA	NA	probable E3 ubiquitin-protein ligase ATL45	GO:0061630, GO:0016567, GO:0044238, GO:0043170, GO:0005515, GO:0008270	ubiquitin protein ligase activity, protein ubiquitination, primary metabolic process, macromolecule metabolic process, protein binding, zinc ion binding
LOC_Os08g17090	1.8901948618571043	0.024469370615889004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC_Os02g39290	0.6135055659514942	0.02450357168918747	Os02g0605500	NA	Zinc finger, TRAF-type domain containing protein	protein_coding	LOC4329918	4329918	Zinc finger, TRAF-type domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	TNF receptor-associated factor 6	GO:0008270, GO:0016740	zinc ion binding, transferase activity
LOC_Os01g51990	4.721201768242702	0.02477979531952451	Os01g0717601	OsSAP13	Zinc finger AN1 domain-containing stress-associated protein 13	protein_coding	NA	NA	Zinc finger AN1 domain-containing stress-associated protein 13.	NA	NA	SAP13	STRESS ASSOCIATED PROTEIN GENE 13	OsSAP13	stress-associated protein 13	STRESS ASSOCIATED PROTEIN 13	NA	NA	NA	GO:0008270, GO:0046872, GO:0006950, GO:0009414, GO:0009651, GO:0042542	zinc ion binding, metal ion binding, response to stress, response to water deprivation, response to salt stress, response to hydrogen peroxide
LOC_Os02g10860	0.9986749587063072	0.02516808462644694	Os02g0203000	OsbZIP18	Similar to transcription factor HY5	protein_coding	LOC4328662	4328662	bZIP transcription factor, Homolog of Arabidopsis HY5 transcription factor, Photomorphogenesis	OsHY5L1, OsbZIP18	LONG HYPOCOTYL 5 LIKE 1, HY5-like 1, bZIP transcription factor 18	BZIP18	b-ZIP TRANSCRIPTION FACTOR 18	OsbZIP18	b-ZIP transcription factor 18	b-ZIP TRANSCRIPTION FACTOR 18	NA	NA	transcription factor HY5	GO:0045944, GO:0043565, GO:0010099, GO:0005634, GO:0003700, GO:0010017, GO:0010218, GO:0010114, GO:0000981, GO:0003677, GO:0006355, GO:0006995, GO:0009082, GO:0009098, GO:0009099, GO:0010224, GO:0030246, GO:0042427, GO:0042594	positive regulation of transcription by RNA polymerase II, sequence-specific DNA binding, regulation of photomorphogenesis, nucleus, DNA-binding transcription factor activity, red or far-red light signaling pathway, response to far red light, response to red light, DNA-binding transcription factor activity, RNA polymerase II-specific, DNA binding, regulation of DNA-templated transcription, cellular response to nitrogen starvation, branched-chain amino acid biosynthetic process, leucine biosynthetic process, valine biosynthetic process, response to UV-B, carbohydrate binding, serotonin biosynthetic process, response to starvation
LOC_Os02g10860	0.9986749587063072	0.02516808462644694	Os02g0202950	NA	Similar to OSIGBa0125M19.6 protein	protein_coding	NA	NA	Similar to OSIGBa0125M19.6 protein.	NA	NA	NA	NA	OsbZIP18	b-ZIP transcription factor 18	NA	NA	NA	NA	GO:0030246, GO:0005886, GO:0004675, GO:0007178, GO:0002229, GO:0042742, GO:0005488, GO:0009408	carbohydrate binding, plasma membrane, transmembrane receptor protein serine/threonine kinase activity, transmembrane receptor protein serine/threonine kinase signaling pathway, defense response to oomycetes, defense response to bacterium, binding, response to heat
LOC_Os07g38470	0.601501565016656	0.025178185020203043	Os07g0572400	NA	Conserved hypothetical protein	protein_coding	LOC4343675	4343675	Conserved hypothetical protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC4343675	NA	NA
LOC_Os02g50710	0.6112245990015202	0.02528866239944614	Os02g0740600	NA	Conserved hypothetical protein	protein_coding	LOC4330679	4330679	Conserved hypothetical protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC4330679	NA	NA
LOC_Os01g51330	1.7734794353697316	0.025426223027645096	Os01g0710300	NA	Conserved hypothetical protein	protein_coding	NA	NA	Conserved hypothetical protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0016021	integral component of membrane
LOC_Os04g36900	2.1770867101551996	0.025479615835854185	Os04g0446600	NA	Similar to OSIGBa0140O07.16 protein	protein_coding	LOC4335969	4335969	Similar to OSIGBa0140O07.16 protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC4335969	NA	NA
LOC_Os05g33630	1.2254568948938729	0.025570764604529245	Os05g0406100	NA	Inosine/uridine-preferring nucleoside hydrolase domain containing protein	protein_coding	LOC4338756	4338756	Inosine/uridine-preferring nucleoside hydrolase domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC4338756	GO:0016799, GO:0009651	hydrolase activity, hydrolyzing N-glycosyl compounds, response to salt stress
LOC_Os05g33630	1.2254568948938729	0.025570764604529245	Os05g0406100	NA	Inosine/uridine-preferring nucleoside hydrolase domain containing protein	protein_coding	LOC4338756	4338756	Hypothetical conserved gene.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC4338756	GO:0016799, GO:0009651	hydrolase activity, hydrolyzing N-glycosyl compounds, response to salt stress
LOC_Os01g20720	0.6353354454500292	0.025616896573424752	Os01g0308300	NA	NB-ARC domain containing protein	protein_coding	LOC9267165	9267165	NB-ARC domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	putative disease resistance protein RGA3	GO:0043531, GO:0006952, GO:0051707	ADP binding, defense response, response to other organism
LOC_Os01g73300	0.6375179471261221	0.02561923714586072	Os01g0964000	NA	Similar to VAMP-like protein YKT61 (AtYKT61) (Geranylgeranylated protein 1) (AtGP1)	protein_coding	LOC4324461	4324461	Similar to VAMP-like protein YKT61 (AtYKT61) (Geranylgeranylated protein 1) (AtGP1).	NA	NA	NA	NA	NA	NA	NA	NA	NA	VAMP-like protein YKT61	GO:0016192, GO:0016021, GO:0016020, GO:0005794, GO:0006888, GO:0005737, GO:0005484, GO:0061025, GO:0006810	vesicle-mediated transport, integral component of membrane, membrane, Golgi apparatus, endoplasmic reticulum to Golgi vesicle-mediated transport, cytoplasm, SNAP receptor activity, membrane fusion, transport
LOC_Os03g52940	1.1083424037502547	0.025685246145602716	Os03g0740200	NA	Conserved hypothetical protein	protein_coding	LOC4334055	4334055	Conserved hypothetical protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC4334055	NA	NA
LOC_Os10g37100	1.5134585295660463	0.025818987529708785	Os10g0514901	OsCYP89B4	Similar to Cytochrome P450 family protein	protein_coding	LOC107276313	107276313	Similar to Cytochrome P450 family protein.	NA	NA	CYP89B4	CYTOCHROME P450 89B4	OsCYP89B4	Cytochrome P450 89B4	CYTOCHROME P450 89B4	NA	NA	cytochrome P450 89A2	GO:0016705, GO:0016709, GO:0016020, GO:0004497, GO:0005506, GO:0020037, GO:0016021, GO:0046872, GO:0016491, GO:0009055, GO:0055114, GO:0042343	NA
LOC_Os02g05060	0.8189277294712682	0.025892984388383066	Os02g0143400	OsSAUR5	Similar to small auxin up RNA1	protein_coding	LOC4328277	4328277	Similar to small auxin up RNA1.	NA	NA	SAUR5	SMALL AUXIN-UP RNA 5	OsSAUR5	Small auxin-up RNA 5	SAUR PROTEIN 5	NA	NA	auxin-induced protein X15	GO:0009733	response to auxin
LOC_Os05g45450	0.9086605957108446	0.025981592324596948	Os05g0531100	Dfu584	Protein of unknown function DUF584 family protein	protein_coding	LOC4339413	4339413	A member of S40 gene family, Leaf senescence, """"Regulation of crosstalk among abiotic, biotic and developmental senescence""""	OsS40-1	S40 protein 1	NA	NA	Dfu584, Duf584, OsS40-1	DUF584 domain-containing protein, S40 protein 1	S40 PROTEIN 1	NA	NA	uncharacterized LOC4339413	GO:0005634, GO:0009414, GO:0009646, GO:0009651, GO:0009737, GO:0009753, GO:0010150, GO:0045893, GO:0050832	nucleus, response to water deprivation, response to absence of light, response to salt stress, response to abscisic acid, response to jasmonic acid, leaf senescence, positive regulation of DNA-templated transcription, defense response to fungus
LOC_Os01g12660	1.357289429547714	0.02607649841821525	Os01g0226400	NA	ATPase, AAA-type, core domain containing protein	protein_coding	LOC4326743	4326743	ATPase, AAA-type, core domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	uncharacterized LOC4326743	GO:0005524, GO:0016887, GO:0005741, GO:0000166, GO:0017111	ATP binding, ATP hydrolysis activity, mitochondrial outer membrane, nucleotide binding, ribonucleoside triphosphate phosphatase activity
LOC_Os02g28170	2.6255955042151498	0.02609282135652955	Os02g0483500	OsMaT-2	Transferase family protein	protein_coding	LOC4329370	4329370	Transferase family protein.	NA	NA	NA	NA	OsMaT-2	malonyltransferase 2, flavonol 3-O-glucoside malonyltransferase	NA	NA	NA	phenolic glucoside malonyltransferase 1	GO:0016747, GO:0050734, GO:0009408	acyltransferase activity, transferring groups other than amino-acyl groups, hydroxycinnamoyltransferase activity, response to heat
LOC_Os11g35200	1.3950679856046837	0.0263780847919647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC_Os06g08250	1.0208480521824452	0.026414002335449875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC_Os03g51960	0.887535671106111	0.02659923523472194	Os03g0729300	NA	Thioredoxin-like fold domain containing protein	protein_coding	LOC4333988	4333988	Thioredoxin-like fold domain containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	prostamide/prostaglandin F synthase	GO:0016209, GO:0098869, GO:0055114, GO:0016491	NA
LOC_Os05g39930	0.7064427542871288	0.02663934224205115	Os05g0476700	OsPUB2	U-box E3ubiquitin ligase, Positive regulation of cold stress respons	protein_coding	LOC4339101	4339101	U-box E3ubiquitin ligase, Positive regulation of cold stress response	OsPUB2	arm repeat protein, plant U-box-containing protein 2, U-box protein 2	PUB2	PLANT U-BOX-CONTAINING PROTEIN 2	OsPUB2, OsPUB02, OsPUB2, PUB2	arm repeat protein, plant U-box-containing protein 2, U-box protein 2, U-box-type E3 ubiquitin ligase 2	PLANT U-BOX-CONTAINING PROTEIN 2	NA	NA	U-box domain-containing protein 16	GO:0007166, GO:0004842, GO:0016567, GO:0005515, GO:0051865, GO:0005488, GO:0000151, GO:0005634, GO:0005829, GO:0007623, GO:0009409, GO:0009414, GO:0009651	cell surface receptor signaling pathway, ubiquitin-protein transferase activity, protein ubiquitination, protein binding, protein autoubiquitination, binding, ubiquitin ligase complex, nucleus, cytosol, circadian rhythm, response to cold, response to water deprivation, response to salt stress
LOC_Os12g04230	1.0038919997943179	0.026710870770292456	Os12g0137000	ONAC133	Hypothetical conserved gene	protein_coding	NA	NA	Hypothetical conserved gene.	NA	NA	NAC133	NAC DOMAIN-CONTAINING PROTEIN 133	ONAC133	NAC domain-containing protein 133	NAC DOMAIN-CONTAINING PROTEIN 133	NA	NA	NA	GO:0006355, GO:0003677, GO:0005634	regulation of DNA-templated transcription, DNA binding, nucleus
LOC_Os08g08420	2.0843819220860667	0.026742762707619928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC_Os05g29810	0.9604826217373209	0.026747404653632612	Os05g0361700	OsERF#061	Similar to EREBP-2 protein (Fragment)	protein_coding	LOC4338539	4338539	Similar to EREBP-2 protein (Fragment).	NA	NA	ERF61	ETHYLENE RESPONSE FACTOR 61	OsERF#061, OsERF061, OsERF61, AP2/EREBP#093, AP2/EREBP93	ethylene response factor 61, APETALA2/ethylene-responsive element binding protein 93	ETHYLENE RESPONSE FACTOR 61	NA	NA	ethylene-responsive transcription factor ERF071	GO:0003677, GO:0005634, GO:0003700, GO:0006355, GO:0009873, GO:0006351	DNA binding, nucleus, DNA-binding transcription factor activity, regulation of DNA-templated transcription, ethylene-activated signaling pathway, DNA-templated transcription
LOC_Os05g29810	0.9604826217373209	0.026747404653632612	Os05g0361700	OsERF#061	Similar to EREBP-2 protein (Fragment)	protein_coding	LOC4338539	4338539	Similar to ethylene responsive element binding protein 2.	NA	NA	ERF61	ETHYLENE RESPONSE FACTOR 61	OsERF#061, OsERF061, OsERF61, AP2/EREBP#093, AP2/EREBP93	ethylene response factor 61, APETALA2/ethylene-responsive element binding protein 93	ETHYLENE RESPONSE FACTOR 61	NA	NA	ethylene-responsive transcription factor ERF071	GO:0003677, GO:0005634, GO:0003700, GO:0006355, GO:0009873, GO:0006351	DNA binding, nucleus, DNA-binding transcription factor activity, regulation of DNA-templated transcription, ethylene-activated signaling pathway, DNA-templated transcription
LOC_Os07g48450	0.6751171703656323	0.026821780898231846	Os07g0683200	ONAC103	Similar to NAC domain transcription factor	protein_coding	LOC9266867	9266867	Similar to NAC domain transcription factor.	NA	NA	NAC103	NAC DOMAIN-CONTAINING PROTEIN 103	ONAC103, OsNAC18, NAC18	NAC domain-containing protein 103, NAC domain-containing protein 18	NAC DOMAIN-CONTAINING PROTEIN 103	NA	NA	NAC transcription factor 29	GO:0006355, GO:0003677, GO:0005634, GO:0009414, GO:0009737, GO:0051607	regulation of DNA-templated transcription, DNA binding, nucleus, response to water deprivation, response to abscisic acid, defense response to virus
LOC_Os06g11730	0.6512086333123731	0.026857009451991633	Os06g0220600	RBP-157	RNA recognition motif domain domain containing protein	protein_coding	LOC4340517	4340517	RNA recognition motif domain domain containing protein.	NA	NA	NA	NA	RBP-157	RNA-binding RBP-157	NA	NA	NA	probable RNA-binding protein ARP1	GO:0003723, GO:1990904, GO:0006397, GO:0003729, GO:0005634, GO:0003676, GO:0003730, GO:0000166	RNA binding, ribonucleoprotein complex, mRNA processing, mRNA binding, nucleus, nucleic acid binding, mRNA 3'-UTR binding, nucleotide binding
LOC_Os02g25960	0.7873394378763496	0.02712664109760816	Os02g0457500	NA	Ankyrin repeat containing protein	protein_coding	LOC4329284	4329284	Ankyrin repeat containing protein.	NA	NA	NA	NA	NA	NA	NA	NA	NA	ankyrin-3	GO:0005515	protein binding
